date,region,rep,channel,units,revenue
2026-09-12,East,Ada Okafor,web,"1,355",54200.00
2026-09-12,North,Ben Iyer,direct,"2,370",94800.00
2026-09-12,South,Ben Iyer,partner,889,35560.00
2026-09-12,West,Cai Moreau,web,963,38520.00
2026-09-12,East,Cai Moreau,direct,"1,003",40120.00
2026-09-12,North,Dara Nkemi,partner,948,37920.00
2026-09-12,South,Dara Nkemi,web,"2,542",101680.00
2026-09-12,West,Ada Okafor,direct,"1,450",58000.00
2026-09-12,East,Ada Okafor,partner,"2,379",95160.00
2026-09-12,North,Ben Iyer,web,"1,430",57200.00
2026-09-12,South,Ben Iyer,direct,"1,823",72920.00
2026-09-12,West,Cai Moreau,partner,641,25640.00
2026-09-12,East,Cai Moreau,web,"1,859",74360.00
2026-09-12,North,Dara Nkemi,direct,"2,503",100120.00
2026-09-12,South,Dara Nkemi,partner,"1,210",48400.00
2026-09-12,West,Ada Okafor,web,"1,832",73280.00
2026-09-12,East,Ada Okafor,direct,879,35160.00
2026-09-12,North,Ben Iyer,partner,"1,413",56520.00
2026-09-12,South,Ben Iyer,web,716,28640.00
2026-09-12,West,Cai Moreau,direct,"1,879",75160.00
2026-09-12,East,Cai Moreau,partner,"1,791",71640.00
2026-09-12,North,Dara Nkemi,web,"2,477",99080.00
2026-09-12,South,Dara Nkemi,direct,"1,676",67040.00
2026-09-12,West,Ada Okafor,partner,"2,295",91800.00
2026-09-12,East,Ada Okafor,web,772,30880.00
2026-09-12,North,Ben Iyer,direct,"1,803",72120.00
2026-09-12,South,Ben Iyer,partner,293,11720.00
2026-09-12,West,Cai Moreau,web,"2,066",82640.00
2026-09-12,East,Cai Moreau,direct,"1,527",61080.00
2026-09-12,North,Dara Nkemi,partner,533,21320.00
2026-09-12,South,Dara Nkemi,web,"2,592",103680.00
2026-09-12,West,Ada Okafor,direct,439,17560.00
2026-09-12,East,Ada Okafor,partner,"2,390",95600.00
2026-09-12,North,Ben Iyer,web,"1,478",59120.00
2026-09-12,South,Ben Iyer,direct,"1,710",68400.00
2026-09-12,West,Cai Moreau,partner,951,38040.00
2026-09-12,East,Cai Moreau,web,996,39840.00
2026-09-12,North,Dara Nkemi,direct,580,23200.00
2026-09-12,South,Dara Nkemi,partner,353,14120.00
2026-09-12,West,Ada Okafor,web,"2,555",102200.00
2026-09-12,East,Ada Okafor,direct,722,28880.00
2026-09-13,North,Ben Iyer,partner,"1,593",63720.00
2026-09-13,South,Ben Iyer,web,497,19880.00
2026-09-13,West,Cai Moreau,direct,776,31040.00
2026-09-13,East,Cai Moreau,partner,"2,547",101880.00
2026-09-13,North,Dara Nkemi,web,"1,148",45920.00
2026-09-13,South,Dara Nkemi,direct,"1,450",58000.00
2026-09-13,West,Ada Okafor,partner,977,39080.00
2026-09-13,East,Ada Okafor,web,"1,281",51240.00
2026-09-13,North,Ben Iyer,direct,"1,314",52560.00
2026-09-13,South,Ben Iyer,partner,"1,788",71520.00
2026-09-13,West,Cai Moreau,web,"2,065",82600.00
2026-09-13,East,Cai Moreau,direct,706,28240.00
2026-09-13,North,Dara Nkemi,partner,"1,653",66120.00
2026-09-13,South,Dara Nkemi,web,"1,469",58760.00
2026-09-13,West,Ada Okafor,direct,"1,806",72240.00
2026-09-13,East,Ada Okafor,partner,584,23360.00
2026-09-13,North,Ben Iyer,web,"2,277",91080.00
2026-09-13,South,Ben Iyer,direct,714,28560.00
2026-09-13,West,Cai Moreau,partner,"1,022",40880.00
2026-09-13,East,Cai Moreau,web,"1,317",52680.00
2026-09-13,North,Dara Nkemi,direct,"1,291",51640.00
2026-09-13,South,Dara Nkemi,partner,"1,123",44920.00
2026-09-13,West,Ada Okafor,web,"1,583",63320.00
2026-09-13,East,Ada Okafor,direct,"2,105",84200.00
2026-09-13,North,Ben Iyer,partner,"1,684",67360.00
2026-09-13,South,Ben Iyer,web,787,31480.00
2026-09-13,West,Cai Moreau,direct,359,14360.00
2026-09-13,East,Cai Moreau,partner,"1,753",70120.00
2026-09-13,North,Dara Nkemi,web,"1,262",50480.00
2026-09-13,South,Dara Nkemi,direct,"2,384",95360.00
2026-09-13,West,Ada Okafor,partner,181,7240.00
2026-09-13,East,Ada Okafor,web,"1,763",70520.00
2026-09-13,North,Ben Iyer,direct,"2,076",83040.00
2026-09-13,South,Ben Iyer,partner,"1,852",74080.00
2026-09-13,West,Cai Moreau,web,357,14280.00
2026-09-13,East,Cai Moreau,direct,"1,444",57760.00
2026-09-13,North,Dara Nkemi,partner,"2,168",86720.00
2026-09-13,South,Dara Nkemi,web,"2,008",80320.00
2026-09-13,West,Ada Okafor,direct,"1,808",72320.00
2026-09-13,East,Ada Okafor,partner,"2,534",101360.00
2026-09-13,North,Ben Iyer,web,625,25000.00
2026-09-13,South,Ben Iyer,direct,"2,237",89480.00
2026-09-13,West,Cai Moreau,partner,"1,584",63360.00
2026-09-13,East,Cai Moreau,web,"2,590",103600.00
2026-09-13,North,Dara Nkemi,direct,602,24080.00
2026-09-13,South,Dara Nkemi,partner,908,36320.00
2026-09-13,West,Ada Okafor,web,266,10640.00
2026-09-13,East,Ada Okafor,direct,632,25280.00
2026-09-13,North,Ben Iyer,partner,"1,322",52880.00
2026-09-13,South,Ben Iyer,web,190,7600.00
2026-09-13,West,Cai Moreau,direct,"1,609",64360.00
2026-09-13,East,Cai Moreau,partner,673,26920.00
2026-09-13,North,Dara Nkemi,web,"2,056",82240.00
2026-09-14,South,Dara Nkemi,direct,576,23040.00
2026-09-14,West,Ada Okafor,partner,433,17320.00
2026-09-14,East,Ada Okafor,web,"1,680",67200.00
2026-09-14,North,Ben Iyer,direct,713,28520.00
2026-09-14,South,Ben Iyer,partner,"2,103",84120.00
2026-09-14,West,Cai Moreau,web,999,39960.00
2026-09-14,East,Cai Moreau,direct,"2,386",95440.00
2026-09-14,North,Dara Nkemi,partner,"2,127",85080.00
2026-09-14,South,Dara Nkemi,web,"2,383",95320.00
2026-09-14,West,Ada Okafor,direct,"2,279",91160.00
2026-09-14,East,Ada Okafor,partner,543,21720.00
2026-09-14,North,Ben Iyer,web,"2,030",81200.00
2026-09-14,South,Ben Iyer,direct,839,33560.00
2026-09-14,West,Cai Moreau,partner,"2,411",96440.00
2026-09-14,East,Cai Moreau,web,729,29160.00
2026-09-14,North,Dara Nkemi,direct,768,30720.00
2026-09-14,South,Dara Nkemi,partner,"1,511",60440.00
2026-09-14,West,Ada Okafor,web,267,10680.00
2026-09-14,East,Ada Okafor,direct,"2,409",96360.00
2026-09-14,North,Ben Iyer,partner,983,39320.00
2026-09-14,South,Ben Iyer,web,"1,601",64040.00
2026-09-14,West,Cai Moreau,direct,"2,524",100960.00
2026-09-14,East,Cai Moreau,partner,"1,077",43080.00
2026-09-14,North,Dara Nkemi,web,599,23960.00
2026-09-14,South,Dara Nkemi,direct,745,29800.00
2026-09-14,West,Ada Okafor,partner,"2,552",102080.00
2026-09-14,East,Ada Okafor,web,"1,189",47560.00
2026-09-14,North,Ben Iyer,direct,"1,470",58800.00
2026-09-14,South,Ben Iyer,partner,"1,214",48560.00
2026-09-14,West,Cai Moreau,web,"1,906",76240.00
2026-09-14,East,Cai Moreau,direct,"1,418",56720.00
2026-09-14,North,Dara Nkemi,partner,"1,554",62160.00
2026-09-14,South,Dara Nkemi,web,"2,546",101840.00
2026-09-14,West,Ada Okafor,direct,"1,883",75320.00
2026-09-14,East,Ada Okafor,partner,"2,256",90240.00
2026-09-14,North,Ben Iyer,web,323,12920.00
2026-09-14,South,Ben Iyer,direct,"1,445",57800.00
2026-09-14,West,Cai Moreau,partner,"1,578",63120.00
2026-09-14,East,Cai Moreau,web,"1,111",44440.00
2026-09-14,North,Dara Nkemi,direct,"1,135",45400.00
2026-09-14,South,Dara Nkemi,partner,"2,001",80040.00
2026-09-14,West,Ada Okafor,web,"2,246",89840.00
2026-09-14,East,Ada Okafor,direct,918,36720.00
2026-09-14,North,Ben Iyer,partner,851,34040.00
2026-09-14,South,Ben Iyer,web,992,39680.00
2026-09-14,West,Cai Moreau,direct,"1,166",46640.00
2026-09-14,East,Cai Moreau,partner,"1,492",59680.00
2026-09-14,North,Dara Nkemi,web,590,23600.00
2026-09-14,South,Dara Nkemi,direct,957,38280.00
2026-09-14,West,Ada Okafor,partner,"1,654",66160.00
2026-09-14,East,Ada Okafor,web,"2,039",81560.00
2026-09-14,North,Ben Iyer,direct,"1,193",47720.00
2026-09-14,South,Ben Iyer,partner,271,10840.00
2026-09-15,West,Cai Moreau,web,642,25680.00
2026-09-15,East,Cai Moreau,direct,"1,469",58760.00
2026-09-15,North,Dara Nkemi,partner,"1,866",74640.00
2026-09-15,South,Dara Nkemi,web,848,33920.00
2026-09-15,West,Ada Okafor,direct,"2,095",83800.00
2026-09-15,East,Ada Okafor,partner,364,14560.00
2026-09-15,North,Ben Iyer,web,"2,205",88200.00
2026-09-15,South,Ben Iyer,direct,"1,897",75880.00
2026-09-15,West,Cai Moreau,partner,"1,949",77960.00
2026-09-15,East,Cai Moreau,web,"2,287",91480.00
2026-09-15,North,Dara Nkemi,direct,"2,366",94640.00
2026-09-15,South,Dara Nkemi,partner,"2,448",97920.00
2026-09-15,West,Ada Okafor,web,"1,853",74120.00
2026-09-15,East,Ada Okafor,direct,877,35080.00
2026-09-15,North,Ben Iyer,partner,"1,338",53520.00
2026-09-15,South,Ben Iyer,web,"1,988",79520.00
2026-09-15,West,Cai Moreau,direct,"1,492",59680.00
2026-09-15,East,Cai Moreau,partner,"2,132",85280.00
2026-09-15,North,Dara Nkemi,web,405,16200.00
2026-09-15,South,Dara Nkemi,direct,"2,260",90400.00
2026-09-15,West,Ada Okafor,partner,467,18680.00
2026-09-15,East,Ada Okafor,web,"2,385",95400.00
2026-09-15,North,Ben Iyer,direct,"1,518",60720.00
2026-09-15,South,Ben Iyer,partner,"2,497",99880.00
2026-09-15,West,Cai Moreau,web,"1,148",45920.00
2026-09-15,East,Cai Moreau,direct,"2,394",95760.00
2026-09-15,North,Dara Nkemi,partner,824,32960.00
2026-09-15,South,Dara Nkemi,web,"1,077",43080.00
2026-09-15,West,Ada Okafor,direct,"2,026",81040.00
2026-09-15,East,Ada Okafor,partner,559,22360.00
2026-09-15,North,Ben Iyer,web,990,39600.00
2026-09-15,South,Ben Iyer,direct,"2,141",85640.00
2026-09-15,West,Cai Moreau,partner,"1,757",70280.00
2026-09-15,East,Cai Moreau,web,479,19160.00
2026-09-15,North,Dara Nkemi,direct,908,36320.00
2026-09-15,South,Dara Nkemi,partner,"1,813",72520.00
2026-09-15,West,Ada Okafor,web,"2,368",94720.00
2026-09-15,East,Ada Okafor,direct,"1,910",76400.00
2026-09-15,North,Ben Iyer,partner,530,21200.00
2026-09-15,South,Ben Iyer,web,"2,240",89600.00
2026-09-15,West,Cai Moreau,direct,981,39240.00
2026-09-15,East,Cai Moreau,partner,409,16360.00
2026-09-15,North,Dara Nkemi,web,"1,204",48160.00
2026-09-15,South,Dara Nkemi,direct,"2,446",97840.00
2026-09-15,West,Ada Okafor,partner,552,22080.00
2026-09-15,East,Ada Okafor,web,"1,636",65440.00
2026-09-15,North,Ben Iyer,direct,"1,612",64480.00
2026-09-15,South,Ben Iyer,partner,"1,092",43680.00
2026-09-15,West,Cai Moreau,web,"2,194",87760.00
2026-09-15,East,Cai Moreau,direct,457,18280.00
2026-09-15,North,Dara Nkemi,partner,"1,832",73280.00
2026-09-15,South,Dara Nkemi,web,"2,028",81120.00
2026-09-15,West,Ada Okafor,direct,"1,146",45840.00
2026-09-16,East,Ada Okafor,partner,619,24760.00
2026-09-16,North,Ben Iyer,web,"1,085",43400.00
2026-09-16,South,Ben Iyer,direct,"1,296",51840.00
2026-09-16,West,Cai Moreau,partner,"2,275",91000.00
2026-09-16,East,Cai Moreau,web,"2,538",101520.00
2026-09-16,North,Dara Nkemi,direct,"1,003",40120.00
2026-09-16,South,Dara Nkemi,partner,"1,037",41480.00
2026-09-16,West,Ada Okafor,web,609,24360.00
2026-09-16,East,Ada Okafor,direct,487,19480.00
2026-09-16,North,Ben Iyer,partner,275,11000.00
2026-09-16,South,Ben Iyer,web,"1,068",42720.00
2026-09-16,West,Cai Moreau,direct,973,38920.00
2026-09-16,East,Cai Moreau,partner,"1,231",49240.00
2026-09-16,North,Dara Nkemi,web,"2,218",88720.00
2026-09-16,South,Dara Nkemi,direct,"1,850",74000.00
2026-09-16,West,Ada Okafor,partner,"1,862",74480.00
2026-09-16,East,Ada Okafor,web,"2,252",90080.00
2026-09-16,North,Ben Iyer,direct,"1,127",45080.00
2026-09-16,South,Ben Iyer,partner,"1,418",56720.00
2026-09-16,West,Cai Moreau,web,852,34080.00
2026-09-16,East,Cai Moreau,direct,"1,024",40960.00
2026-09-16,North,Dara Nkemi,partner,"1,959",78360.00
2026-09-16,South,Dara Nkemi,web,711,28440.00
2026-09-16,West,Ada Okafor,direct,"1,260",50400.00
2026-09-16,East,Ada Okafor,partner,"2,488",99520.00
2026-09-16,North,Ben Iyer,web,"2,293",91720.00
2026-09-16,South,Ben Iyer,direct,"1,538",61520.00
2026-09-16,West,Cai Moreau,partner,653,26120.00
2026-09-16,East,Cai Moreau,web,884,35360.00
2026-09-16,North,Dara Nkemi,direct,"1,695",67800.00
2026-09-16,South,Dara Nkemi,partner,"1,784",71360.00
2026-09-16,West,Ada Okafor,web,"2,066",82640.00
2026-09-16,East,Ada Okafor,direct,588,23520.00
2026-09-16,North,Ben Iyer,partner,"2,382",95280.00
2026-09-16,South,Ben Iyer,web,"1,044",41760.00
2026-09-16,West,Cai Moreau,direct,"2,593",103720.00
2026-09-16,East,Cai Moreau,partner,"1,753",70120.00
2026-09-16,North,Dara Nkemi,web,260,10400.00
2026-09-16,South,Dara Nkemi,direct,667,26680.00
2026-09-16,West,Ada Okafor,partner,288,11520.00
2026-09-16,East,Ada Okafor,web,"1,676",67040.00
2026-09-16,North,Ben Iyer,direct,"2,595",103800.00
2026-09-16,South,Ben Iyer,partner,710,28400.00
2026-09-16,West,Cai Moreau,web,"1,937",77480.00
2026-09-16,East,Cai Moreau,direct,"1,279",51160.00
2026-09-16,North,Dara Nkemi,partner,851,34040.00
2026-09-16,South,Dara Nkemi,web,"1,837",73480.00
2026-09-16,West,Ada Okafor,direct,"2,077",83080.00
2026-09-16,East,Ada Okafor,partner,"1,084",43360.00
2026-09-16,North,Ben Iyer,web,"1,148",45920.00
2026-09-16,South,Ben Iyer,direct,622,24880.00
2026-09-16,West,Cai Moreau,partner,"1,399",55960.00
2026-09-16,East,Cai Moreau,web,"1,543",61720.00
2026-09-17,North,Dara Nkemi,direct,"2,148",85920.00
2026-09-17,South,Dara Nkemi,partner,690,27600.00
2026-09-17,West,Ada Okafor,web,946,37840.00
2026-09-17,East,Ada Okafor,direct,"1,635",65400.00
2026-09-17,North,Ben Iyer,partner,493,19720.00
2026-09-17,South,Ben Iyer,web,"2,408",96320.00
2026-09-17,West,Cai Moreau,direct,"2,347",93880.00
2026-09-17,East,Cai Moreau,partner,"1,843",73720.00
2026-09-17,North,Dara Nkemi,web,875,35000.00
2026-09-17,South,Dara Nkemi,direct,"1,869",74760.00
2026-09-17,West,Ada Okafor,partner,650,26000.00
2026-09-17,East,Ada Okafor,web,"2,561",102440.00
2026-09-17,North,Ben Iyer,direct,831,33240.00
2026-09-17,South,Ben Iyer,partner,820,32800.00
2026-09-17,West,Cai Moreau,web,"2,293",91720.00
2026-09-17,East,Cai Moreau,direct,"1,942",77680.00
2026-09-17,North,Dara Nkemi,partner,548,21920.00
2026-09-17,South,Dara Nkemi,web,"1,016",40640.00
2026-09-17,West,Ada Okafor,direct,793,31720.00
2026-09-17,East,Ada Okafor,partner,"1,270",50800.00
2026-09-17,North,Ben Iyer,web,"1,527",61080.00
2026-09-17,South,Ben Iyer,direct,"1,965",78600.00
2026-09-17,West,Cai Moreau,partner,"2,544",101760.00
2026-09-17,East,Cai Moreau,web,"2,570",102800.00
2026-09-17,North,Dara Nkemi,direct,"2,478",99120.00
2026-09-17,South,Dara Nkemi,partner,"1,910",76400.00
2026-09-17,West,Ada Okafor,web,"2,441",97640.00
2026-09-17,East,Ada Okafor,direct,831,33240.00
2026-09-17,North,Ben Iyer,partner,"2,388",95520.00
2026-09-17,South,Ben Iyer,web,787,31480.00
2026-09-17,West,Cai Moreau,direct,"2,433",97320.00
2026-09-17,East,Cai Moreau,partner,"1,656",66240.00
2026-09-17,North,Dara Nkemi,web,"2,192",87680.00
2026-09-17,South,Dara Nkemi,direct,664,26560.00
2026-09-17,West,Ada Okafor,partner,"1,376",55040.00
2026-09-17,East,Ada Okafor,web,"2,243",89720.00
2026-09-17,North,Ben Iyer,direct,"1,612",64480.00
2026-09-17,South,Ben Iyer,partner,"1,950",78000.00
2026-09-17,West,Cai Moreau,web,"1,928",77120.00
2026-09-17,East,Cai Moreau,direct,"1,012",40480.00
2026-09-17,North,Dara Nkemi,partner,"2,358",94320.00
2026-09-17,South,Dara Nkemi,web,442,17680.00
2026-09-17,West,Ada Okafor,direct,"1,770",70800.00
2026-09-17,East,Ada Okafor,partner,"1,807",72280.00
2026-09-17,North,Ben Iyer,web,"1,441",57640.00
2026-09-17,South,Ben Iyer,direct,"1,200",48000.00
2026-09-17,West,Cai Moreau,partner,"2,216",88640.00
2026-09-17,East,Cai Moreau,web,"2,567",102680.00
2026-09-17,North,Dara Nkemi,direct,"2,405",96200.00
2026-09-17,South,Dara Nkemi,partner,"1,488",59520.00
2026-09-17,West,Ada Okafor,web,"1,033",41320.00
2026-09-17,East,Ada Okafor,direct,"2,461",98440.00
2026-09-17,North,Ben Iyer,partner,"2,536",101440.00
2026-09-18,South,Ben Iyer,web,332,13280.00
2026-09-18,West,Cai Moreau,direct,"1,442",57680.00
2026-09-18,East,Cai Moreau,partner,571,22840.00
2026-09-18,North,Dara Nkemi,web,"2,557",102280.00
2026-09-18,South,Dara Nkemi,direct,"1,494",59760.00
2026-09-18,West,Ada Okafor,partner,"1,269",50760.00
2026-09-18,East,Ada Okafor,web,"1,059",42360.00
2026-09-18,North,Ben Iyer,direct,"2,495",99800.00
2026-09-18,South,Ben Iyer,partner,"2,030",81200.00
2026-09-18,West,Cai Moreau,web,269,10760.00
2026-09-18,East,Cai Moreau,direct,"1,317",52680.00
2026-09-18,North,Dara Nkemi,partner,"1,606",64240.00
2026-09-18,South,Dara Nkemi,web,995,39800.00
2026-09-18,West,Ada Okafor,direct,874,34960.00
2026-09-18,East,Ada Okafor,partner,"2,584",103360.00
2026-09-18,North,Ben Iyer,web,"1,554",62160.00
2026-09-18,South,Ben Iyer,direct,"1,703",68120.00
2026-09-18,West,Cai Moreau,partner,"1,658",66320.00
2026-09-18,East,Cai Moreau,web,"1,137",45480.00
2026-09-18,North,Dara Nkemi,direct,"1,715",68600.00
2026-09-18,South,Dara Nkemi,partner,"1,829",73160.00
2026-09-18,West,Ada Okafor,web,485,19400.00
2026-09-18,East,Ada Okafor,direct,"1,475",59000.00
2026-09-18,North,Ben Iyer,partner,"1,867",74680.00
2026-09-18,South,Ben Iyer,web,"1,136",45440.00
2026-09-18,West,Cai Moreau,direct,"2,055",82200.00
2026-09-18,East,Cai Moreau,partner,843,33720.00
2026-09-18,North,Dara Nkemi,web,"1,612",64480.00
2026-09-18,South,Dara Nkemi,direct,280,11200.00
2026-09-18,West,Ada Okafor,partner,"1,408",56320.00
2026-09-18,East,Ada Okafor,web,"1,325",53000.00
2026-09-18,North,Ben Iyer,direct,551,22040.00
2026-09-18,South,Ben Iyer,partner,722,28880.00
2026-09-18,West,Cai Moreau,web,"1,116",44640.00
2026-09-18,East,Cai Moreau,direct,"2,148",85920.00
2026-09-18,North,Dara Nkemi,partner,"1,663",66520.00
2026-09-18,South,Dara Nkemi,web,"1,124",44960.00
2026-09-18,West,Ada Okafor,direct,918,36720.00
2026-09-18,East,Ada Okafor,partner,"2,531",101240.00
2026-09-18,North,Ben Iyer,web,661,26440.00
2026-09-18,South,Ben Iyer,direct,"2,094",83760.00
2026-09-18,West,Cai Moreau,partner,"1,948",77920.00
2026-09-18,East,Cai Moreau,web,"1,703",68120.00
2026-09-18,North,Dara Nkemi,direct,"1,903",76120.00
2026-09-18,South,Dara Nkemi,partner,837,33480.00
2026-09-18,West,Ada Okafor,web,387,15480.00
2026-09-18,East,Ada Okafor,direct,"1,912",76480.00
2026-09-18,North,Ben Iyer,partner,841,33640.00
2026-09-18,South,Ben Iyer,web,"2,301",92040.00
2026-09-18,West,Cai Moreau,direct,"2,024",80960.00
2026-09-18,East,Cai Moreau,partner,"2,502",100080.00
2026-09-18,North,Dara Nkemi,web,"1,414",56560.00
2026-09-18,South,Dara Nkemi,direct,"2,465",98600.00
2026-09-19,West,Ada Okafor,partner,597,23880.00
2026-09-19,East,Ada Okafor,web,393,15720.00
2026-09-19,North,Ben Iyer,direct,"1,216",48640.00
2026-09-19,South,Ben Iyer,partner,659,26360.00
2026-09-19,West,Cai Moreau,web,227,9080.00
2026-09-19,East,Cai Moreau,direct,282,11280.00
2026-09-19,North,Dara Nkemi,partner,"1,123",44920.00
2026-09-19,South,Dara Nkemi,web,"2,588",103520.00
2026-09-19,West,Ada Okafor,direct,"1,701",68040.00
2026-09-19,East,Ada Okafor,partner,"2,238",89520.00
2026-09-19,North,Ben Iyer,web,"2,544",101760.00
2026-09-19,South,Ben Iyer,direct,"2,256",90240.00
2026-09-19,West,Cai Moreau,partner,243,9720.00
2026-09-19,East,Cai Moreau,web,"1,841",73640.00
2026-09-19,North,Dara Nkemi,direct,"1,944",77760.00
2026-09-19,South,Dara Nkemi,partner,615,24600.00
2026-09-19,West,Ada Okafor,web,679,27160.00
2026-09-19,East,Ada Okafor,direct,"1,644",65760.00
2026-09-19,North,Ben Iyer,partner,357,14280.00
2026-09-19,South,Ben Iyer,web,"2,496",99840.00
2026-09-19,West,Cai Moreau,direct,"1,746",69840.00
2026-09-19,East,Cai Moreau,partner,"2,192",87680.00
2026-09-19,North,Dara Nkemi,web,"1,672",66880.00
2026-09-19,South,Dara Nkemi,direct,732,29280.00
2026-09-19,West,Ada Okafor,partner,"1,153",46120.00
2026-09-19,East,Ada Okafor,web,"2,249",89960.00
2026-09-19,North,Ben Iyer,direct,"2,284",91360.00
2026-09-19,South,Ben Iyer,partner,"1,813",72520.00
2026-09-19,West,Cai Moreau,web,502,20080.00
2026-09-19,East,Cai Moreau,direct,"1,602",64080.00
2026-09-19,North,Dara Nkemi,partner,242,9680.00
2026-09-19,South,Dara Nkemi,web,934,37360.00
2026-09-19,West,Ada Okafor,direct,"1,030",41200.00
2026-09-19,East,Ada Okafor,partner,961,38440.00
2026-09-19,North,Ben Iyer,web,884,35360.00
2026-09-19,South,Ben Iyer,direct,252,10080.00
2026-09-19,West,Cai Moreau,partner,424,16960.00
2026-09-19,East,Cai Moreau,web,629,25160.00
2026-09-19,North,Dara Nkemi,direct,"1,686",67440.00
2026-09-19,South,Dara Nkemi,partner,"1,008",40320.00
2026-09-19,West,Ada Okafor,web,"1,013",40520.00
2026-09-19,East,Ada Okafor,direct,"1,079",43160.00
2026-09-19,North,Ben Iyer,partner,558,22320.00
2026-09-19,South,Ben Iyer,web,"1,393",55720.00
2026-09-19,West,Cai Moreau,direct,"2,123",84920.00
2026-09-19,East,Cai Moreau,partner,"2,376",95040.00
2026-09-19,North,Dara Nkemi,web,"2,330",93200.00
2026-09-19,South,Dara Nkemi,direct,639,25560.00
2026-09-19,West,Ada Okafor,partner,"1,544",61760.00
2026-09-19,East,Ada Okafor,web,"2,009",80360.00
2026-09-19,North,Ben Iyer,direct,"1,035",41400.00
2026-09-19,South,Ben Iyer,partner,"2,315",92600.00
2026-09-19,West,Cai Moreau,web,"2,082",83280.00
2026-09-20,East,Cai Moreau,direct,531,21240.00
2026-09-20,North,Dara Nkemi,partner,302,12080.00
2026-09-20,South,Dara Nkemi,web,"1,456",58240.00
2026-09-20,West,Ada Okafor,direct,"2,274",90960.00
2026-09-20,East,Ada Okafor,partner,"2,181",87240.00
2026-09-20,North,Ben Iyer,web,959,38360.00
2026-09-20,South,Ben Iyer,direct,"2,291",91640.00
2026-09-20,West,Cai Moreau,partner,"1,679",67160.00
2026-09-20,East,Cai Moreau,web,"1,256",50240.00
2026-09-20,North,Dara Nkemi,direct,"2,373",94920.00
2026-09-20,South,Dara Nkemi,partner,"1,199",47960.00
2026-09-20,West,Ada Okafor,web,"2,143",85720.00
2026-09-20,East,Ada Okafor,direct,"2,567",102680.00
2026-09-20,North,Ben Iyer,partner,"1,145",45800.00
2026-09-20,South,Ben Iyer,web,767,30680.00
2026-09-20,West,Cai Moreau,direct,"2,145",85800.00
2026-09-20,East,Cai Moreau,partner,"1,676",67040.00
2026-09-20,North,Dara Nkemi,web,446,17840.00
2026-09-20,South,Dara Nkemi,direct,663,26520.00
2026-09-20,West,Ada Okafor,partner,"2,284",91360.00
2026-09-20,East,Ada Okafor,web,"1,769",70760.00
2026-09-20,North,Ben Iyer,direct,"2,600",104000.00
2026-09-20,South,Ben Iyer,partner,358,14320.00
2026-09-20,West,Cai Moreau,web,"2,163",86520.00
2026-09-20,East,Cai Moreau,direct,"1,889",75560.00
2026-09-20,North,Dara Nkemi,partner,973,38920.00
2026-09-20,South,Dara Nkemi,web,"1,753",70120.00
2026-09-20,West,Ada Okafor,direct,"1,983",79320.00
2026-09-20,East,Ada Okafor,partner,702,28080.00
2026-09-20,North,Ben Iyer,web,690,27600.00
2026-09-20,South,Ben Iyer,direct,570,22800.00
2026-09-20,West,Cai Moreau,partner,"2,590",103600.00
2026-09-20,East,Cai Moreau,web,431,17240.00
2026-09-20,North,Dara Nkemi,direct,"2,484",99360.00
2026-09-20,South,Dara Nkemi,partner,"1,577",63080.00
2026-09-20,West,Ada Okafor,web,540,21600.00
2026-09-20,East,Ada Okafor,direct,390,15600.00
2026-09-20,North,Ben Iyer,partner,"1,835",73400.00
2026-09-20,South,Ben Iyer,web,"1,224",48960.00
2026-09-20,West,Cai Moreau,direct,962,38480.00
2026-09-20,East,Cai Moreau,partner,"2,449",97960.00
2026-09-20,North,Dara Nkemi,web,943,37720.00
2026-09-20,South,Dara Nkemi,direct,"2,343",93720.00
2026-09-20,West,Ada Okafor,partner,"1,438",57520.00
2026-09-20,East,Ada Okafor,web,"1,677",67080.00
2026-09-20,North,Ben Iyer,direct,"2,494",99760.00
2026-09-20,South,Ben Iyer,partner,905,36200.00
2026-09-20,West,Cai Moreau,web,"2,271",90840.00
2026-09-20,East,Cai Moreau,direct,"1,251",50040.00
2026-09-20,North,Dara Nkemi,partner,361,14440.00
2026-09-20,South,Dara Nkemi,web,"2,174",86960.00
2026-09-20,West,Ada Okafor,direct,931,37240.00
2026-09-20,East,Ada Okafor,partner,543,21720.00
2026-09-21,North,Ben Iyer,web,"1,724",68960.00
2026-09-21,South,Ben Iyer,direct,"1,657",66280.00
2026-09-21,West,Cai Moreau,partner,"1,918",76720.00
2026-09-21,East,Cai Moreau,web,"1,774",70960.00
2026-09-21,North,Dara Nkemi,direct,339,13560.00
2026-09-21,South,Dara Nkemi,partner,491,19640.00
2026-09-21,West,Ada Okafor,web,"1,359",54360.00
2026-09-21,East,Ada Okafor,direct,"1,051",42040.00
2026-09-21,North,Ben Iyer,partner,427,17080.00
2026-09-21,South,Ben Iyer,web,"1,476",59040.00
2026-09-21,West,Cai Moreau,direct,"1,353",54120.00
2026-09-21,East,Cai Moreau,partner,"1,731",69240.00
2026-09-21,North,Dara Nkemi,web,664,26560.00
2026-09-21,South,Dara Nkemi,direct,"2,026",81040.00
2026-09-21,West,Ada Okafor,partner,"2,163",86520.00
2026-09-21,East,Ada Okafor,web,281,11240.00
2026-09-21,North,Ben Iyer,direct,277,11080.00
2026-09-21,South,Ben Iyer,partner,525,21000.00
